Anonymisation;4. SexeVerifieParLeDiplome;14. AnneeDiplomeVerifieParLeDiplome;15. ActiviteActuelle;27. EmploiLieuRegionEtranger;28. EmploiLieuPaysTerritoire;30. Option_EmploiMoisOccupation;32. EmploiContrat;34. EmploiContratAutre;35. EmploiCadre;36. EmploiTempsPleinPartiel;39. EmploiEntreprise;45. EmploiEntrepriseTaille;48. EmploiEntrepriseSecteurActivite;49. EmploiEntrepriseSecteurAutre;51. EmploiEntrepriseService;52. EmploiEntrepriseServiceDepartementAutre;53. EmploiEntreprisePoste;54. EmploiResponsabilitesHierarchiques;55. EmploiResponsabiliteBudget;56. EmploiResponsabiliteEquipe;57. EmploiResponsabiliteProjet;61. Option_EmploiInternational;62. Option_EmploiInternationalPrecision;63. EmploiSalaireBrutAnnuelHorsPrimes;64. EmploiPrimesBrutOuiNon;65. EmploiPrimesBrutOuiMontant;66. EmploiAvantagesNatureOuiNon;67. EmploiAvantagesNatureOuiMontant;69. EmploiCommentTrouve;72. EmploiCommentTrouveAutre;73. Option_EmploiMoyensRechercheEmploi;76. EmploiCritereChoix;78. EmploiAdequationNiveauQualification;79. EmploiAdequationSecteurDisciplinaire;80. EmploiSatisfaction;81. EmploiSatisfactionConditions;82. EmploiSatisfactionCollegues;83. EmploiSatisfactionRemuneration;84. EmploiSatisfactionAutonomie;85. EmploiSatisfactionLocalisation;86. EmploiChercheAutreEmploi;88. VolontariatType;89. VolontariatTypeAutre;113. TheseType;114. TheseTypeAutre;125. TheseSalaireBrutAnnuelHorsPrimes;126. ThesePrimesBrutOuiNon;127. ThesePrimesBrutOuiMontant;128. TheseAvantagesNatureOuiNon;129. TheseAvantagesNatureOuiMontant;130. TheseSalaireBrutAnnuelAvecPrimes;131. 1erEmploiDecritPrecedemment;134. 1erEmploiLapsPourTrouverApresDiplomeMois;135. Option_EcoleSatisfactionFormation;136. Option_EcoleAccompagnementProjetPro;151. Option_ScolariteCesure;152. Option_ScolariteMoisStage;153. Option_ScolariteMoisStageObligatoire;166. Tableaux_Compteur;167. Tableaux_Sexe;168. Tableaux_Promo;170. Effectifs_Promo;171. Effectifs_PromoSexe;175. Tableaux_BooleenFemmes;177. LieuTravail_FranceEtranger;178. Tableaux_BooleenCDI;190. Tableaux_Booleen1erEmploiMoinsDeuxMois;243. PROGRESSION;249. AnneeEnquete;264. Option_ScolariteFiliereFormation;265. Option_ScolariteSpecialisation
17036;Femme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Rio Tinto Aluminium Pechiney;De 50 à 249 salarié(e)s;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;;Assistance technique;;Ingénieur procédé carbone;Non;Oui;Non;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous partez régulièrement exercer des missions à l'étranger";46000;Oui;8000;Oui;;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Sites Internet d'entreprises";"Les perspectives d'évolution au sein de l'entreprise;La politique globale de relations humaines dans l'entreprise;Le contenu de la mission / du poste proposé";Oui;Non;Satisfait(e);Très satisfait;Très satisfait;Très satisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Non;2;Satisfait(e);Assez utile;Oui;24;12;1;Femme;2017;118;69;100;France;100;0;Terminé;2021;IPAN;Chimie-Santé
17036;Femme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);41;CDI - y compris de la fonction publique;;Oui;À temps plein;SAS;De 50 à 249 salarié(e)s;Industries extractives;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Ingénieur procédé;Non;Oui;Non;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous partez régulièrement exercer des missions à l'étranger";47500;Oui;8000;Oui;1000;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....);Sites internet d'entreprises";"Les perspectives d'évolution au sein de l'entreprise;Le lieu géographique;Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Non;Satisfait(e);Très satisfait;Satisfait;Très satisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Non;2;Satisfait(e);Utile;Oui;24;12;1;Femme;2017;118;69;100;France;100;0;Terminé;2022;IPAN;Chimie-Santé
17041;Homme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);2;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;Alcimed;De 50 à 249 salarié(e)s;Sociétés de conseil, Bureaux d'études, Ingénierie;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Ingénieur d'études;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;31000;Non;;Non;;Réseaux sociaux professionnels (Viadeo, LinkedIn, ...);;"Stage de fin d'études;Réseaux sociaux professionnels (Viadeo, LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Démarché(e) par un ""chasseur de têtes""";Le contenu de la mission / du poste proposé;Oui;Non;Satisfait(e);Très satisfait;Très satisfait;Satisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Oui;3;Satisfait(e);Peu utile;Non;13;12;1;Homme;2017;118;49;0;France;100;0;Terminé;2018;COF;Chimie-Santé
17041;Homme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;Alcimed;De 50 à 249 salarié(e)s;Sociétés de conseil, Bureaux d'études, Ingénierie;;Études - Conseil et expertise;;Ingenieur d'études;Non;Non;Non;Oui;Oui;"Vous traitez des projets avec un pays étranger;Vous partez régulièrement exercer des missions à l'étranger";;Oui;;Non;;Site Internet spécialisé dans l'emploi (APEC, ....);;"Réseau des anciens élèves;Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Candidature spontanée";Le contenu de la mission / du poste proposé;Oui;Oui;Satisfait(e);Satisfait;Très satisfait;Ni satisfait ni insatisfait;Très satisfait;Très satisfait;Non;;;;;;;;;;;Oui;3;Très satisfait(e);Très utile;Non;13;12;1;Homme;2017;118;49;0;France;100;0;Terminé;2019;COF;Chimie-Santé
17041;Homme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Alcimed;De 50 à 249 salarié(e)s;Société de conseil ou d'ingénierie, Bureaux d'études indépendants;;Études - Conseil et expertise;;Consultant;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;;Oui;1000;;;Site Internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....);Candidature spontanée";"Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé";Oui;Oui;;Satisfait;Très satisfait;Satisfait;Satisfait;Très satisfait;Non;;;;;;;;;;;Oui;3;Très satisfait(e);Assez utile;Non;11;11;1;Homme;2017;118;49;0;France;100;0;Terminé;2020;COF;Chimie-Santé
17041;Homme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Alcimed;De 50 à 249 salarié(e)s;Société de conseil ou d'ingénierie, Bureaux d'études indépendants;;Études et développement en systèmes d'information;;Consultant;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;43000;Oui;1000;Non;;Réseaux sociaux professionnels (LinkedIn, ...);;"Réseaux sociaux professionnels (LinkedIn, ...);Site Internet spécialisé dans l'emploi (APEC, ....)";"L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le montant du salaire proposé";;;;Ni satisfait ni insatisfait;Très satisfait;Satisfait;Satisfait;Satisfait;Oui;;;;;;;;;;;Oui;3;Satisfait(e);Assez utile;Non;11;11;1;Homme;2017;118;49;0;France;100;0;Terminé;2021;COF;Chimie-Santé
17041;Homme;2017;En activité professionnelle;Auvergne-Rhône-Alpes;France (y compris DOM-COM);40;CDI - y compris de la fonction publique;;Oui;À temps plein;alcimed sas;De 50 à 249 salarié(e)s;Société de conseil ou d'ingénierie - Bureaux d'études indépendants;;Études - Conseil et expertise;;;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;47000;Oui;3000;Non;;Site internet spécialisé dans l'emploi (APEC, ....);;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....);Candidature spontanée;Démarché(e) par un ""chasseur de têtes""";"Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé";Oui;Oui;;Satisfait;Très satisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Très satisfait;Oui;;;;;;;;;;;Oui;2;Satisfait(e);Utile;Non;11;11;1;Homme;2017;118;49;0;France;100;0;Terminé;2022;COF;Chimie-Santé
17054;Femme;2017;En poursuite d'études (hors thèse);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Satisfait(e);Peu utile;Non;9;;1;Femme;2017;118;69;100;;;;Terminé;2018;DGE;Chimie-Matériaux-Environnement
17054;Femme;2017;En poursuite d'études (hors thèse);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Satisfait(e);Peu utile;Non;10;;1;Femme;2017;118;69;100;;;;Terminé;2019;DGE;Chimie-Matériaux-Environnement
17054;Femme;2017;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Veolia Eau D'île de France;De 250 à 4 999 salarié(e)s;Production et distribution d'eau  assainissement, gestion des déchets et dépollution;;Autre service ou département;Service support - Coordination de travaux;Ingénieure études et projets;Non;Non;Non;Oui;Non;;35000;Non;;Non;;Autre;A la suite d'un apprentissage en Master spécialisé;Sites Internet d'entreprises;"L'adéquation avec un projet professionnel;La notoriété de l'entreprise;Le contenu de la mission / du poste proposé";Oui;Non;Satisfait(e);Très satisfait;Très satisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;0;Satisfait(e);Inutile;Non;9;;1;Femme;2017;118;69;100;France;100;100;Terminé;2020;DGE;Chimie-Matériaux-Environnement
17055;Femme;2017;En poursuite d'études (hors thèse);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Satisfait(e);Peu utile;Oui;22;10;1;Femme;2017;118;69;100;;;;Terminé;2018;Erasmus (étranger);Chimie-Santé
17055;Femme;2017;En activité professionnelle;Île-de-France;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Roche;5 000 salarié(e)s ou plus;Industrie pharmaceutique;;Ressources humaines;;Coach Agile Junior;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;45000;Non;;Non;;Candidature spontanée;;"Réseaux sociaux professionnels (LinkedIn, ...);Sites Internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;La notoriété de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise";Oui;Non;Satisfait(e);Satisfait;Satisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;3;Satisfait(e);Peu utile;Oui;;;1;Femme;2017;118;69;100;France;100;0;Terminé;2021;CBS;Chimie-Santé
17055;Femme;2017;En activité professionnelle;Île-de-France;France (y compris DOM-COM);1;CDI - y compris de la fonction publique;;Oui;À temps plein;Roche;5 000 salarié(e)s ou plus;Industrie pharmaceutique;;Enseignement - Formation;;;Non;Non;Non;Oui;Oui;Vous traitez des projets avec un pays étranger;;Non;;Non;;Candidature spontanée;;"Réseaux sociaux professionnels (LinkedIn, ...);Sites internet d'entreprises;Candidature spontanée";"L'adéquation avec un projet professionnel;La notoriété de l'entreprise;La politique globale de relations humaines dans l'entreprise;Le contenu de la mission / du poste proposé";Oui;Non;;Satisfait;Satisfait;Satisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Non;3;Satisfait(e);Peu utile;Oui;;;1;Femme;2017;118;69;100;France;100;0;Terminé;2022;CBS;Chimie-Santé
17073;Femme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;24522;Non;;Non;;24522;;0;Très satisfait(e);Très utile;Non;12;11;1;Femme;2017;118;69;100;;;;Terminé;2018;MAT;Chimie-Matériaux-Environnement
17073;Femme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;24516;Non;;Oui;1000;25516;;;Satisfait(e);Assez utile;Non;12;11;1;Femme;2017;118;69;100;;;;Terminé;2019;MAT;Chimie-Matériaux-Environnement
17073;Femme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;25255;Oui;500;Non;;25755;;;Satisfait(e);Assez utile;Non;12;11;1;Femme;2017;118;69;100;;;;Terminé;2020;MAT;Chimie-Matériaux-Environnement
17073;Femme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);25200;Oui;1300;Non;;26500;;;Très satisfait(e);Assez utile;Non;10;9;1;Femme;2017;118;69;100;;;;Terminé;2021;MAT;Chimie-Matériaux-Environnement
17073;Femme;2017;En activité professionnelle;Île-de-France;France (y compris DOM-COM);9;CDD - y compris de la fonction publique;;Oui;À temps plein;CNRS;5 000 salarié(e)s ou plus;Recherche-développement scientifique;;Recherche expérimentale;;Chercheur Post-doctorale;Non;Non;Non;Oui;Non;;32400;Non;;Non;;Sites internet d'entreprises;;"Réseaux sociaux professionnels (LinkedIn, ...);Site internet spécialisé dans l'emploi (APEC, ....);Sites internet d'entreprises;Relations personnelles";"L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Oui;Satisfait(e);Satisfait;Très satisfait;Ni satisfait ni insatisfait;Très satisfait;Très satisfait;Oui;;;;;;;;;;;Non;0;Très satisfait(e);Utile;Non;11;11;1;Femme;2017;118;69;100;France;0;100;Terminé;2022;MAT;Chimie-Matériaux-Environnement
17074;Femme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;23736;Non;;Non;;23736;;;Très satisfait(e);Assez utile;Non;12;12;1;Femme;2017;118;69;100;;;;Terminé;2018;IPAN;Chimie-Matériaux-Environnement
17074;Femme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;21222;Non;;Non;;21222;;;Très satisfait(e);Très utile;Non;12;12;1;Femme;2017;118;69;100;;;;Terminé;2019;IPAN;Chimie-Matériaux-Environnement
17074;Femme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;21222;Non;;Non;;21222;;;Très satisfait(e);Très utile;Non;12;12;1;Femme;2017;118;69;100;;;;Terminé;2020;IPAN;Chimie-Santé
17074;Femme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);21000;Non;;Non;;21000;;;Très satisfait(e);Très utile;Non;12;12;1;Femme;2017;118;69;100;;;;Terminé;2021;IPAN;Chimie-Santé
17074;Femme;2017;En recherche d'emploi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Très satisfait(e);Très utile;Non;12;12;1;Femme;2017;118;69;100;;;;Terminé;2022;IPAN;Chimie-Santé
17024;Homme;2017;En activité professionnelle;Grand Est;France (y compris DOM-COM);7;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;Edf;5 000 salarié(e)s ou plus;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);;Qualité, hygiène, sécurité, environnement, normalisation, certification;;;Oui;Oui;Non;Oui;Non;;37000;Oui;2500;Oui;2000;Autre;Formation promotionnelle;;La notoriété de l'entreprise;Oui;Oui;Satisfait(e);Très satisfait;Très satisfait;Très satisfait;Satisfait;Très insatisfait;Non;;;;;;;;;;;Oui;0;Très satisfait(e);Assez utile;Non;3;3;1;Homme;2017;118;49;0;France;100;100;Terminé;2018;CNE;Chimie-Matériaux-Environnement
17024;Femme;2017;En activité professionnelle;Grand Est;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;Edf;5 000 salarié(e)s ou plus;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);;Qualité, hygiène, sécurité, environnement, normalisation, certification;;;Oui;Oui;Oui;Oui;Non;;37200;Oui;10000;Oui;1000;Apprentissage (embauche dans l'entreprise d'accueil du contrat);;Apprentissage (embauche dans l'entreprise d'accueil du contrat);Les perspectives d'évolution au sein de l'entreprise;Oui;Oui;Satisfait(e);Très satisfait;Satisfait;Satisfait;Très satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Non;0;Très satisfait(e);Assez utile;Non;3;3;1;Homme;2017;118;49;0;France;100;100;Terminé;2019;CNE;Chimie-Matériaux-Environnement
17024;Homme;2017;En activité professionnelle;Grand Est;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;EDF;5 000 salarié(e)s ou plus;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);;Qualité, hygiène, sécurité, environnement, normalisation, certification;;;Oui;Oui;Oui;Oui;Non;;40000;Oui;6000;Oui;4000;Apprentissage (embauche dans l'entreprise d'accueil du contrat);;Apprentissage (embauche dans l'entreprise d'accueil du contrat);Les perspectives d'évolution au sein de l'entreprise;Oui;Oui;;Très satisfait;Satisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;0;Très insatisfait(e);Peu utile;Non;3;3;1;Homme;2017;118;49;0;France;100;100;Terminé;2020;CNE;Chimie-Matériaux-Environnement
17024;Homme;2017;En activité professionnelle;Grand Est;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;EDF - CNPE DE CATTENOM;5 000 salarié(e)s ou plus;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);;Qualité, hygiène, sécurité, environnement, normalisation, certification;;Cadre technique chimie environnement;Oui;Oui;Oui;Oui;Non;;50000;Oui;4000;Oui;1000;Apprentissage (embauche dans l'entreprise d'accueil du contrat);;Apprentissage (embauche dans l'entreprise d'accueil du contrat);"La notoriété de l'entreprise;Les perspectives d'évolution au sein de l'entreprise;Le montant du salaire proposé";Oui;Oui;Satisfait(e);Très satisfait;Très satisfait;Très satisfait;Très satisfait;Insatisfait;Non;;;;;;;;;;;Non;0;Satisfait(e);Assez utile;Non;15;4;1;Homme;2017;118;49;0;France;100;100;Terminé;2021;CNE;Chimie-Matériaux-Environnement
17075;Homme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;1390;Non;;Non;;22240;;;Satisfait(e);Assez utile;Non;12;12;1;Homme;2017;118;49;0;;;;Terminé;2018;MAT;
17075;Homme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;1421;Non;;Non;;1421;;;Satisfait(e);Très utile;Non;12;10;1;Homme;2017;118;49;0;;;;Terminé;2019;MAT;Chimie-Matériaux-Environnement
17301;Homme;2017;En activité professionnelle;Occitanie;France (y compris DOM-COM);;CDD (Contrat de travail à durée déterminée);;Non;À temps partiel;Florence Raveau;De 10 à 19 salarié(e)s;Enseignement, recherche;;Enseignement - Formation;;Professeur de Biomolécules;Non;Non;Non;Non;Non;;2000;Non;;Non;;Candidature spontanée;;"Sites Internet d'entreprises;Candidature spontanée";Le lieu géographique;Oui;Oui;;Ni satisfait ni insatisfait;Ni satisfait ni insatisfait;Très insatisfait;Très insatisfait;Très satisfait;Oui;;;;;;;;;;;Non;2;Satisfait(e);Inutile;Non;13;13;1;Homme;2017;118;49;0;France;0;0;Terminé;2019;CBS;Chimie-Santé
17301;Homme;2017;En activité professionnelle;Occitanie;France (y compris DOM-COM);;;;;;Education Nationale;;Enseignement - Recherche;;Enseignement - Formation;;Enseignant contractuel;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Homme;2017;118;49;0;France;;;En cours;2022;;
17076;Homme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;1769;Non;;Non;;21228;;0;Très satisfait(e);Très utile;Non;13;13;1;Homme;2017;118;49;0;;;;Terminé;2018;CBS;Chimie-Santé
17076;Homme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;1769;Non;;Non;;1769;;;Très satisfait(e);Assez utile;Non;13;11;1;Homme;2017;118;49;0;;;;Terminé;2019;CBS;Chimie-Santé
17076;Homme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;17892;Non;;Non;;17892;;;Très satisfait(e);Très utile;Non;13;11;1;Homme;2017;118;49;0;;;;Terminé;2020;CBS;Chimie-Santé
17076;Homme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);21223;Oui;1988;Non;;23211;;;Très satisfait(e);Très utile;Non;13;11;1;Homme;2017;118;49;0;;;;Terminé;2021;CBS;Chimie-Santé
17076;Homme;2017;En volontariat (VIA, VIE, ...);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VIE (Volontariat International en Entreprise);;;;;;;;;;;;Satisfait(e);Utile;Non;11;9;1;Homme;2017;118;49;0;;;;Terminé;2022;CBS;Chimie-Santé
17077;Homme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;21160;Non;;Non;;21160;;;Satisfait(e);Assez utile;Oui;23;11;1;Homme;2017;118;49;0;;;;Terminé;2018;CBS;
17077;Homme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;16620;Oui;1000;Non;;17620;;;Satisfait(e);Assez utile;Oui;23;11;1;Homme;2017;118;49;0;;;;Terminé;2019;Autre Ecole de la FGL;Chimie-Santé
17077;Homme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;14500;Non;;Non;;14500;;;Très satisfait(e);Assez utile;Oui;23;11;1;Homme;2017;118;49;0;;;;Terminé;2020;Autre Ecole de la FGL;
17077;Homme;2017;En activité professionnelle;Étranger;Royaume-Uni;5;Contrat local;;;À temps plein;Unilever;5 000 salarié(e)s ou plus;Industrie chimique;;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Colloid science research scientist;Non;Non;Non;Oui;Oui;Vous êtes en poste à l'étranger;35000;Oui;2200;Oui;8000;Sites internet d'entreprises;;"Réseaux sociaux professionnels (LinkedIn, ...);Sites internet d'entreprises;Candidature spontanée;Relations personnelles";"La notoriété de l'entreprise;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le montant du salaire proposé";Oui;Oui;Satisfait(e);Satisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Satisfait;Non;;;;;;;;;;;Non;0;Très satisfait(e);Utile;Oui;23;11;1;Homme;2017;118;49;0;Étranger;;100;Terminé;2022;Autre Ecole de la FGL;Chimie-Santé
17004;Homme;2017;En activité professionnelle;Normandie;France (y compris DOM-COM);6;CDD (Contrat de travail à durée déterminée);;Oui;À temps plein;Orano - La Hague;5 000 salarié(e)s ou plus;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Chargé d'études et d'expertises laboratoire;Non;Non;Non;Oui;Non;;33000;Oui;2800;Oui;2000;Stage de fin d'études;;"Stage de fin d'études;Sites Internet d'entreprises;Relations personnelles";Le contenu de la mission / du poste proposé;Oui;Oui;;Satisfait;Très satisfait;Satisfait;Satisfait;Satisfait;Non;;;;;;;;;;;Oui;0;Satisfait(e);Assez utile;Non;12;10;1;Homme;2017;118;49;0;France;0;100;Terminé;2018;CNE;Chimie-Matériaux-Environnement
17004;Homme;2017;En activité professionnelle;Normandie;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée), y compris CDIC;;Oui;À temps plein;Orano;5 000 salarié(e)s ou plus;Industries extractives;;Études - Conseil et expertise;;Ingénieur d'études et d'expertises procédé;Non;Non;Non;Oui;Non;;34200;Oui;5400;Non;;Stage de fin d'études;;"Stage de fin d'études;Sites Internet d'entreprises;Relations personnelles";Le secteur d'activité de l'entreprise;Oui;Oui;Très satisfait(e);Très satisfait;Satisfait;Satisfait;Satisfait;Très satisfait;Non;;;;;;;;;;;Oui;0;Satisfait(e);Assez utile;Non;13;11;1;Homme;2017;118;49;0;France;100;100;Terminé;2019;CNE;Chimie-Matériaux-Environnement
17004;Homme;2017;En activité professionnelle;Normandie;France (y compris DOM-COM);;CDI (Contrat de travail à durée indéterminée);;Oui;À temps plein;Orano;5 000 salarié(e)s ou plus;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;;Études - Conseil et expertise;;chargé études et d'expertises procédé;Non;Non;Non;Oui;Non;;39000;Oui;1500;Non;;Stage de fin d'études;;"Stage de fin d'études;Sites Internet d'entreprises;Candidature spontanée";"La notoriété de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé";Oui;Oui;;Satisfait;Très satisfait;Satisfait;Satisfait;Ni satisfait ni insatisfait;Non;;;;;;;;;;;Oui;0;Satisfait(e);Assez utile;Non;13;11;1;Homme;2017;118;49;0;France;100;100;Terminé;2020;CNE;Chimie-Matériaux-Environnement
17078;Femme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;2043;Non;;Non;;24516;;;Satisfait(e);Peu utile;Non;13;13;1;Femme;2017;118;69;100;;;;Terminé;2018;CBS;Chimie-Santé
17078;Femme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;24516;Non;;Non;;24516;;;Satisfait(e);Peu utile;Non;13;12;1;Femme;2017;118;69;100;;;;Terminé;2019;;Chimie-Santé
17078;Femme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Thèse académique;;1500;Non;;Non;;1500;;;Satisfait(e);Peu utile;;13;11;1;Femme;2017;118;69;100;;;;Terminé;2020;CBS;Chimie-Santé
17078;Femme;2017;En thèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Contrat à durée déterminée (CDD);25200;Oui;1000;Non;;26200;;;Très satisfait(e);Assez utile;Non;13;11;1;Femme;2017;118;69;100;;;;Terminé;2021;CBS;Chimie-Santé
